,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01
603822,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603823,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II,营销传播II
603826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II,金属非金属新材料II
603828,,,,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II,装修装饰II
603829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II
603833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II
603838,,,,,,,,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II
603839,,,,,,,,,,,,,,,,,,,,,,,,,,,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II
603843,,,,,,,,,,,,,,,,,,,,,,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II
603848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II
603855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II
603856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II
603858,,,,,,,,,,,,,,,,,,,,,,,,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II
603859,,,,,,,,,,,,,,,,,,,,,,,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II,电气自动化设备II
603860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II
603861,,,,,,,,,,,,,,,,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II
603863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II,造纸II
603866,,,,,,,,,,,,,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II
603867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603868,,,,,,,,,,,,,,,,,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II,白色家电II
603869,,,,,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,旅游综合II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II
603871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II,物流II
603876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II,工业金属II
603877,,,,,,,,,,,,,,,,,,,,,,,,,,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II
603878,,,,,,,,,,,,,,,,,,,,,,,,,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II,钢铁II
603879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II,医疗器械II
603881,,,,,,,,,,,,,,,,,,,,,,,,,,,通信设备II,通信设备II,通信设备II,通信设备II,通信设备II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II
603882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II,医疗服务II
603883,,,,,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II
603885,,,,,,,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II,航空运输II
603886,,,,,,,,,,,,,,,,,,,,,,,,,,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II,食品加工II
603887,,,,,,,,,,,,,,,,,,,,,,,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II,房屋建设II
603888,,,,,,,,,,,,,,,,,,,,,,,,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II,互联网传媒II
603889,,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II,纺织制造II
603890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II
603893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II
603895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II
603896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II,中药II
603897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II,高低压设备II
603898,,,,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II
603899,,,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,包装印刷II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II,家用轻工II
603900,,,,,,,,,,,,,,,,,,,,,,,,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II,专业零售II
